"state_abbrev","state_name","scenario_key","sustainability_index","sustainability_tier","sustainability_rank","sustainability_percentile","sustainability_band","demand_pressure_norm","demand_per_100k","supply_per_100k","margin_per_hour","revenue_per_hour","labor_cost_per_hour","wage_revenue_ratio","units_per_hour","scenario_notes","pt_comp_share_pct","non_pt_margin_share_pct"
"MS","Mississippi","baseline","0.2703021498642630360013","At Risk","49","0.04","Bottom Quartile","1.35622317596566523307","107.39276866034318100000","79.18517436031633300000","38.3570680582937406820875","98.813721721154730675","60.4566536628609899929125","0.6118244775099692247581","4.25","Typical OP PT clinic throughput baseline","61.1824477509969224758100","38.8175522490030775241900"
"MS","Mississippi","high","0.3748463616084651038598","Sustainable","50","0.02","Bottom Quartile","1.35622317596566523307","107.39276866034318100000","79.18517436031633300000","49.9822117901942972320875","110.438865453055287225","60.4566536628609899929125","0.5474219009299724642573","4.75","High throughput: efficient ops, shorter transitions","54.7421900929972464257300","45.2578099070027535742700"
"MT","Montana","conservative","0.3853285415099336706501","Sustainable","11","0.8","Top Quartile","0.67403314917127071440","107.90616055729109500000","160.09028738417777300000","49.1810032147240589987750","101.715725851302497625","52.5347226365784386262250","0.5164857468881319217126","3.75","Lower throughput: higher complexity/documentation, longer transitions","51.6485746888131921712600","48.3514253111868078287400"
"MT","Montana","high","0.6084885114863930526592","Sustainable","13","0.76","Top Quartile","0.67403314917127071440","107.90616055729109500000","160.09028738417777300000","76.3051967750713916987750","128.839919411649830325","52.5347226365784386262250","0.4077519054379988855626","4.75","High throughput: efficient ops, shorter transitions","40.7751905437998885562600","59.2248094562001114437400"
"MT","Montana","baseline","0.5001065806584613921296","Sustainable","11","0.8","Top Quartile","0.67403314917127071440","107.90616055729109500000","160.09028738417777300000","62.7430999948977253487750","115.277822631476163975","52.5347226365784386262250","0.4557227178424693426876","4.25","Typical OP PT clinic throughput baseline","45.5722717842469342687600","54.4277282157530657312400"
"NC","North Carolina","high","0.5230402688670233204193","Sustainable","26","0.5","Upper-Mid Quartile","1.01893597835888187609","103.93816176070878100000","102.00656760409383900000","66.5361132937642683175625","122.548487742921692650","56.0123744491574243324375","0.4570629591664843406908","4.75","High throughput: efficient ops, shorter transitions","45.7062959166484340690800","54.2937040833515659309200"
"NC","North Carolina","baseline","0.4158788869805990214498","Sustainable","26","0.5","Upper-Mid Quartile","1.01893597835888187609","103.93816176070878100000","102.00656760409383900000","53.6362724787198796175625","109.648646927877303950","56.0123744491574243324375","0.5108350720096001454780","4.25","Typical OP PT clinic throughput baseline","51.0835072009600145478000","48.9164927990399854522000"
"NC","North Carolina","conservative","0.3015478900484259485087","Sustainable","26","0.5","Upper-Mid Quartile","1.01893597835888187609","103.93816176070878100000","102.00656760409383900000","40.7364316636754909175625","96.748806112832915250","56.0123744491574243324375","0.5789464149442134982084","3.75","Lower throughput: higher complexity/documentation, longer transitions","57.8946414944213498208400","42.1053585055786501791600"
"ND","North Dakota","conservative","0.3334134342472050841068","Sustainable","21","0.6","Upper-Mid Quartile","0.78301886792452829972","105.45427286737791100000","134.67654125231395900000","44.0660037731330560878125","99.394381501031089500","55.3283777278980334121875","0.5566549828304336528747","3.75","Lower throughput: higher complexity/documentation, longer transitions","55.6654982830433652874700","44.3345017169566347125300"
"ND","North Dakota","high","0.5569495697015667455711","Sustainable","21","0.6","Upper-Mid Quartile","0.78301886792452829972","105.45427286737791100000","134.67654125231395900000","70.5711721734080132878125","125.899549901306046700","55.3283777278980334121875","0.4394644601292897259537","4.75","High throughput: efficient ops, shorter transitions","43.9464460129289725953700","56.0535539870710274046300"
"ND","North Dakota","baseline","0.4486282820538313244542","Sustainable","21","0.6","Upper-Mid Quartile","0.78301886792452829972","105.45427286737791100000","134.67654125231395900000","57.3185879732705346878125","112.646965701168568100","55.3283777278980334121875","0.4911661613209708701836","4.25","Typical OP PT clinic throughput baseline","49.1166161320970870183600","50.8833838679029129816400"
"NE","Nebraska","baseline","0.3577175031247460060752","Sustainable","38","0.26","Lower-Mid Quartile","0.86324786324786324314","101.60086753057582500000","117.69605446611259000000","46.8806124005894821969750","102.600750724412689175","55.7201383238232069780250","0.5430772965149974262343","4.25","Typical OP PT clinic throughput baseline","54.3077296514997426234300","45.6922703485002573765700"
"NE","Nebraska","conservative","0.2463968890663539273734","At Risk","38","0.26","Lower-Mid Quartile","0.86324786324786324314","101.60086753057582500000","117.69605446611259000000","34.8099358447762246469750","90.530074168599431625","55.7201383238232069780250","0.6154876027169970830655","3.75","Lower throughput: higher complexity/documentation, longer transitions","61.5487602716997083065500","38.4512397283002916934500"
"NE","Nebraska","high","0.4614159796881907524791","Sustainable","38","0.26","Lower-Mid Quartile","0.86324786324786324314","101.60086753057582500000","117.69605446611259000000","58.9512889564027397469750","114.671427280225946725","55.7201383238232069780250","0.4859112653028924339991","4.75","High throughput: efficient ops, shorter transitions","48.5911265302892433999100","51.4088734697107566000900"
"NH","New Hampshire","high","0.6285827630302419991519","Sustainable","7","0.88","Top Quartile","1.24999999999999999453","114.16095267315005700000","91.32876213852004600000","78.154933201458505525","128.245854697495336900","50.090921496036831375","0.39058511180880387155","4.75","High throughput: efficient ops, shorter transitions","39.05851118088038715500","60.94148881911961284500"
"NH","New Hampshire","baseline","0.5215997853854769892466","Sustainable","7","0.88","Top Quartile","1.24999999999999999453","114.16095267315005700000","91.32876213852004600000","64.655369549090575325","114.746291045127406700","50.090921496036831375","0.43653630143336903291","4.25","Typical OP PT clinic throughput baseline","43.65363014333690329100","56.34636985666309670900"
"NH","New Hampshire","conservative","0.4084899824574366244912","Sustainable","7","0.88","Top Quartile","1.24999999999999999453","114.16095267315005700000","91.32876213852004600000","51.155805896722645125","101.246727392759476500","50.090921496036831375","0.49474114162448490397","3.75","Lower throughput: higher complexity/documentation, longer transitions","49.47411416244849039700","50.52588583755150960300"
"NJ","New Jersey","conservative","0.3713214885161856696548","Sustainable","15","0.72","Upper-Mid Quartile","0.74453654860587792027","105.15879456942103600000","141.24060768585193800000","48.395570903078551750","104.014850224778131875","55.619279321699580125","0.53472440907721567050","3.75","Lower throughput: higher complexity/documentation, longer transitions","53.47244090772156705000","46.52755909227843295000"
"NJ","New Jersey","baseline","0.4890800411529877099050","Sustainable","15","0.72","Upper-Mid Quartile","0.74453654860587792027","105.15879456942103600000","141.24060768585193800000","62.264217599715636000","117.883496921415216125","55.619279321699580125","0.47181565506813147397","4.25","Typical OP PT clinic throughput baseline","47.18156550681314739700","52.81843449318685260300"
"NJ","New Jersey","high","0.6002166196835703610452","Sustainable","15","0.72","Upper-Mid Quartile","0.74453654860587792027","105.15879456942103600000","141.24060768585193800000","76.132864296352720250","131.752143618052300375","55.619279321699580125","0.42215084927148605566","4.75","High throughput: efficient ops, shorter transitions","42.21508492714860556600","57.78491507285139443400"
"NM","New Mexico","baseline","0.3350661704743486121921","Sustainable","44","0.14","Bottom Quartile","1.74782608695652171862","94.84044392877246700000","54.26194553138723300000","45.4213513231131489430000","105.684650215130122300","60.2632988920169733570000","0.5702180853070515626179","4.25","Typical OP PT clinic throughput baseline","57.0218085307051562617900","42.9781914692948437382100"
"NM","New Mexico","conservative","0.2196784040556371164402","At Risk","44","0.14","Bottom Quartile","1.74782608695652171862","94.84044392877246700000","54.26194553138723300000","32.9878630625096051430000","93.251161954526578500","60.2632988920169733570000","0.6462471633479917709669","3.75","Lower throughput: higher complexity/documentation, longer transitions","64.6247163347991770966900","35.3752836652008229033100"
"NM","New Mexico","high","0.4424508760466453491706","Sustainable","45","0.12","Bottom Quartile","1.74782608695652171862","94.84044392877246700000","54.26194553138723300000","57.8548395837166927430000","118.118138475733666100","60.2632988920169733570000","0.5101951289589408718160","4.75","High throughput: efficient ops, shorter transitions","51.0195128958940871816000","48.9804871041059128184000"
"NV","Nevada","high","0.4457236451089611100641","Sustainable","44","0.14","Bottom Quartile","1.21900826446280990518","91.86948802535722400000","75.36412238012355400000","59.0729841532336413333125","122.764502874381538600","63.6915187211478972666875","0.5188105456372847431944","4.75","High throughput: efficient ops, shorter transitions","51.8810545637284743194400","48.1189454362715256805600"
"NV","Nevada","baseline","0.3347885516500875424675","Sustainable","45","0.12","Bottom Quartile","1.21900826446280990518","91.86948802535722400000","75.36412238012355400000","46.1504049032987425333125","109.841923624446639800","63.6915187211478972666875","0.5798470804181417718055","4.25","Typical OP PT clinic throughput baseline","57.9847080418141771805500","42.0152919581858228194500"
"NV","Nevada","conservative","0.2157152535537663710561","At Risk","45","0.12","Bottom Quartile","1.21900826446280990518","91.86948802535722400000","75.36412238012355400000","33.2278256533638437333125","96.919344374511741000","63.6915187211478972666875","0.6571600244738940080462","3.75","Lower throughput: higher complexity/documentation, longer transitions","65.7160024473894008046200","34.2839975526105991953800"
"NY","New York","baseline","0.5560016906349856675083","Sustainable","4","0.94","Top Quartile","0.78130984297204136688","103.10037483556374700000","131.95837190963575600000","69.469930286159357325","121.377554614495804450","51.907624328336447125","0.42765422728443447380","4.25","Typical OP PT clinic throughput baseline","42.76542272844344738000","57.23457727155655262000"
"NY","New York","high","0.6673720325554867095497","Sustainable","4","0.94","Top Quartile","0.78130984297204136688","103.10037483556374700000","131.95837190963575600000","83.749642593747099025","135.657266922083546150","51.907624328336447125","0.38263799283344137130","4.75","High throughput: efficient ops, shorter transitions","38.26379928334413713000","61.73620071665586287000"
"NY","New York","conservative","0.4386291841210188784619","Sustainable","4","0.94","Top Quartile","0.78130984297204136688","103.10037483556374700000","131.95837190963575600000","55.190217978571615625","107.097842306908062750","51.907624328336447125","0.48467479092235907031","3.75","Lower throughput: higher complexity/documentation, longer transitions","48.46747909223590703100","51.53252090776409296900"
"OH","Ohio","high","0.4575426532780886762336","Sustainable","42","0.18","Bottom Quartile","1.12000000000000000000","116.18857439498526000000","103.73979856695112500000","59.3658893801642496160125","118.451761241224811500","59.0858718610605618839875","0.4988180103184222087852","4.75","High throughput: efficient ops, shorter transitions","49.8818010318422208785200","50.1181989681577791214800"
"OH","Ohio","baseline","0.3506086505534671480556","Sustainable","42","0.18","Bottom Quartile","1.12000000000000000000","116.18857439498526000000","103.73979856695112500000","46.8972829337195326160125","105.983154794780094500","59.0858718610605618839875","0.5575024821205895274659","4.25","Typical OP PT clinic throughput baseline","55.7502482120589527465900","44.2497517879410472534100"
"OH","Ohio","conservative","0.2358500515885566440536","At Risk","41","0.2","Bottom Quartile","1.12000000000000000000","116.18857439498526000000","103.73979856695112500000","34.4286764872748156160125","93.514548348335377500","59.0858718610605618839875","0.6318361464033347977946","3.75","Lower throughput: higher complexity/documentation, longer transitions","63.1836146403334797794600","36.8163853596665202205400"
"OK","Oklahoma","high","0.4132775468471925346979","Sustainable","47","0.08","Bottom Quartile","1.42000000000000000325","104.85596335062554200000","73.84222771170812800000","54.3163464053766578937375","114.230420191358928800","59.9140737859822709062625","0.5245019118866423400534","4.75","High throughput: efficient ops, shorter transitions","52.4501911886642340053400","47.5498088113357659946600"
"OK","Oklahoma","baseline","0.3075979137219037624689","Sustainable","47","0.08","Bottom Quartile","1.42000000000000000325","104.85596335062554200000","73.84222771170812800000","42.2920916483915074937375","102.206165434373778400","59.9140737859822709062625","0.5862080191674237918244","4.25","Typical OP PT clinic throughput baseline","58.6208019167423791824400","41.3791980832576208175600"
"OK","Oklahoma","conservative","0.1936907996258441300038","At Risk","47","0.08","Bottom Quartile","1.42000000000000000325","104.85596335062554200000","73.84222771170812800000","30.2678368914063570937375","90.181910677388628000","59.9140737859822709062625","0.6643690883897469640676","3.75","Lower throughput: higher complexity/documentation, longer transitions","66.4369088389746964067600","33.5630911610253035932400"
"OR","Oregon","conservative","0.3842750195399554865251","Sustainable","12","0.78","Top Quartile","0.95171026156941649989","111.28385334811471500000","116.93039136154971100000","49.208691610007772875","102.291659136174370875","53.082967526166598000","0.51893739894765636927","3.75","Lower throughput: higher complexity/documentation, longer transitions","51.89373989476563692700","48.10626010523436307300"
"OR","Oregon","baseline","0.4996751422742791005454","Sustainable","12","0.78","Top Quartile","0.95171026156941649989","111.28385334811471500000","116.93039136154971100000","62.847579494831022325","115.930547020997620325","53.082967526166598000","0.45788594024793209053","4.25","Typical OP PT clinic throughput baseline","45.78859402479320905300","54.21140597520679094700"
"OR","Oregon","high","0.6086487956717896325908","Sustainable","12","0.78","Top Quartile","0.95171026156941649989","111.28385334811471500000","116.93039136154971100000","76.486467379654271775","129.569434905820869775","53.082967526166598000","0.40968742022183397574","4.75","High throughput: efficient ops, shorter transitions","40.96874202218339757400","59.03125797781660242600"
"PA","Pennsylvania","conservative","0.2918581368813814665613","Sustainable","29","0.44","Lower-Mid Quartile","0.93412462908011869791","120.98938260517044400000","129.52167070502680900000","39.7446348850377796706125","95.997377735136399000","56.2527428500986193293875","0.5859820776074107203839","3.75","Lower throughput: higher complexity/documentation, longer transitions","58.5982077607410720383900","41.4017922392589279616100"
"PA","Pennsylvania","baseline","0.4059795141324514222849","Sustainable","29","0.44","Lower-Mid Quartile","0.93412462908011869791","120.98938260517044400000","129.52167070502680900000","52.5442852497226328706125","108.797028099821252200","56.2527428500986193293875","0.5170430096535976944564","4.25","Typical OP PT clinic throughput baseline","51.7043009653597694456400","48.2956990346402305543600"
"PA","Pennsylvania","high","0.5128441473883831647530","Sustainable","29","0.44","Lower-Mid Quartile","0.93412462908011869791","120.98938260517044400000","129.52167070502680900000","65.3439356144074860706125","121.596678464506105400","56.2527428500986193293875","0.4626174296900610950399","4.75","High throughput: efficient ops, shorter transitions","46.2617429690061095039900","53.7382570309938904960100"
"RI","Rhode Island","baseline","0.5194041838118273792946","Sustainable","8","0.86","Top Quartile","1.06557377049180328180","118.05485555080309100000","110.78994136306136200000","64.952689660575906075","116.953468708496194700","52.000779047920288625","0.44462793299043590605","4.25","Typical OP PT clinic throughput baseline","44.46279329904359060500","55.53720670095640939500"
"RI","Rhode Island","conservative","0.4041390327907161655229","Sustainable","8","0.86","Top Quartile","1.06557377049180328180","118.05485555080309100000","110.78994136306136200000","51.193458047811647875","103.194237095731936500","52.000779047920288625","0.50391165738916069352","3.75","Lower throughput: higher complexity/documentation, longer transitions","50.39116573891606935200","49.60883426108393064800"
"RI","Rhode Island","high","0.6284289427909675628113","Sustainable","8","0.86","Top Quartile","1.06557377049180328180","118.05485555080309100000","110.78994136306136200000","78.711921273340164275","130.712700321260452900","52.000779047920288625","0.39782499267565317909","4.75","High throughput: efficient ops, shorter transitions","39.78249926756531790900","60.21750073243468209100"
"SC","South Carolina","baseline","0.3820265555520484336003","Sustainable","35","0.32","Lower-Mid Quartile","1.07196969696969697581","104.99373191130515400000","97.94468277238360600000","49.7330967245064415802625","105.806329141552246050","56.0732324170458044697375","0.5299610417636607417794","4.25","Typical OP PT clinic throughput baseline","52.9961041763660741779400","47.0038958236339258220600"
"SC","South Carolina","conservative","0.2692335091729711968548","At Risk","35","0.32","Lower-Mid Quartile","1.07196969696969697581","104.99373191130515400000","97.94468277238360600000","37.2852932960885302802625","93.358525713134334750","56.0732324170458044697375","0.6006225139988155073500","3.75","Lower throughput: higher complexity/documentation, longer transitions","60.0622513998815507350000","39.9377486001184492650000"
"SC","South Carolina","high","0.4873815522221620108119","Sustainable","35","0.32","Lower-Mid Quartile","1.07196969696969697581","104.99373191130515400000","97.94468277238360600000","62.1809001529243528802625","118.254132569970157350","56.0732324170458044697375","0.4741756689464332952763","4.75","High throughput: efficient ops, shorter transitions","47.4175668946433295276300","52.5824331053566704723700"
"SD","South Dakota","conservative","0.3012370326505374970078","Sustainable","27","0.48","Lower-Mid Quartile","1.33333333333333333333","104.60490400865605600000","78.45367800649204200000","40.7040244351088993745500","96.722003277879160500","56.0179788427702611254500","0.5791647913022689896860","3.75","Lower throughput: higher complexity/documentation, longer transitions","57.9164791302268989686000","42.0835208697731010314000"
"SD","South Dakota","baseline","0.4155586361516038953191","Sustainable","27","0.48","Lower-Mid Quartile","1.33333333333333333333","104.60490400865605600000","78.45367800649204200000","53.6002915388261207745500","109.618270381596381900","56.0179788427702611254500","0.5110277570314138144288","4.25","Typical OP PT clinic throughput baseline","51.1027757031413814428800","48.8972242968586185571200"
"SD","South Dakota","high","0.5227079202557381699191","Sustainable","27","0.48","Lower-Mid Quartile","1.33333333333333333333","104.60490400865605600000","78.45367800649204200000","66.4965586425433421745500","122.514537485313603300","56.0179788427702611254500","0.4572353615544228865942","4.75","High throughput: efficient ops, shorter transitions","45.7235361554422886594200","54.2764638445577113405800"
"TN","Tennessee","high","0.4467948190066425980474","Sustainable","43","0.16","Bottom Quartile","1.08628005657708628767","107.36710280358153200000","98.83924698194289400000","57.7426626998705633308500","115.510991068658992650","57.7683283687884293191500","0.5001110962198506741199","4.75","High throughput: efficient ops, shorter transitions","50.0111096219850674119900","49.9888903780149325880100"
"TN","Tennessee","conservative","0.2287825059183653366642","At Risk","43","0.16","Bottom Quartile","1.08628005657708628767","107.36710280358153200000","98.83924698194289400000","33.4245593169949859308500","91.192887685783415250","57.7683283687884293191500","0.6334740552118108538852","3.75","Lower throughput: higher complexity/documentation, longer transitions","63.3474055211810853885200","36.6525944788189146114800"
"TN","Tennessee","baseline","0.3417111024328557373489","Sustainable","43","0.16","Bottom Quartile","1.08628005657708628767","107.36710280358153200000","98.83924698194289400000","45.5836110084327746308500","103.351939377221203950","57.7683283687884293191500","0.5589476957751272240164","4.25","Typical OP PT clinic throughput baseline","55.8947695775127224016400","44.1052304224872775983600"
"TX","Texas","conservative","0.2344565623377805591095","At Risk","42","0.18","Bottom Quartile","1.12390924956369981846","83.85622212679887600000","74.61120384884434200000","34.6685411112648572552750","95.665979564887386000","60.9974384536225287447250","0.6376084657372873301481","3.75","Lower throughput: higher complexity/documentation, longer transitions","63.7608465737287330148100","36.2391534262712669851900"
"TX","Texas","baseline","0.3513398151560536907452","Sustainable","41","0.2","Bottom Quartile","1.12390924956369981846","83.85622212679887600000","74.61120384884434200000","47.4240050532498420552750","108.421443506872370800","60.9974384536225287447250","0.5625957050623123501307","4.25","Typical OP PT clinic throughput baseline","56.2595705062312350130700","43.7404294937687649869300"
"TX","Texas","high","0.4603269879032768244843","Sustainable","40","0.22","Bottom Quartile","1.12390924956369981846","83.85622212679887600000","74.61120384884434200000","60.1794689952348268552750","121.176907448857355600","60.9974384536225287447250","0.5033751045294373659064","4.75","High throughput: efficient ops, shorter transitions","50.3375104529437365906400","49.6624895470562634093600"
"UT","Utah","high","0.4603470434387928259848","Sustainable","39","0.24","Bottom Quartile","0.92698412698412697617","84.65586376668148100000","91.32396262501598200000","59.0315772865741385597375","115.532620837479139750","56.5010435509050011902625","0.4890484015798929041774","4.75","High throughput: efficient ops, shorter transitions","48.9048401579892904177400","51.0951598420107095822600"
"UT","Utah","baseline","0.3558999050393098311205","Sustainable","39","0.24","Bottom Quartile","0.92698412698412697617","84.65586376668148100000","91.32396262501598200000","46.8702487773658080597375","103.371292328270809250","56.5010435509050011902625","0.5465835076481155987865","4.25","Typical OP PT clinic throughput baseline","54.6583507648115598786500","45.3416492351884401213500"
"UT","Utah","conservative","0.2437814191640638103083","At Risk","39","0.24","Bottom Quartile","0.92698412698412697617","84.65586376668148100000","91.32396262501598200000","34.7089202681574775597375","91.209963819062478750","56.5010435509050011902625","0.6194613086678643452913","3.75","Lower throughput: higher complexity/documentation, longer transitions","61.9461308667864345291300","38.0538691332135654708700"
"VA","Virginia","baseline","0.4568853425493018531618","Sustainable","20","0.62","Upper-Mid Quartile","1.03296703296703296535","107.64960374638944400000","104.21397809490893000000","58.1935765732815274323000","113.116303903272204950","54.9227273299906775177000","0.4855420963626613357418","4.25","Typical OP PT clinic throughput baseline","48.5542096362661335741800","51.4457903637338664258200"
"VA","Virginia","high","0.5652542359150225517594","Sustainable","19","0.64","Upper-Mid Quartile","1.03296703296703296535","107.64960374638944400000","104.21397809490893000000","71.5013770324900221323000","126.424104362480699650","54.9227273299906775177000","0.4344324020086969846111","4.75","High throughput: efficient ops, shorter transitions","43.4432402008696984611100","56.5567597991303015388900"
"VA","Virginia","conservative","0.3417018232697192410800","Sustainable","20","0.62","Upper-Mid Quartile","1.03296703296703296535","107.64960374638944400000","104.21397809490893000000","44.8857761140730327323000","99.808503444063710250","54.9227273299906775177000","0.5502810425443495138407","3.75","Lower throughput: higher complexity/documentation, longer transitions","55.0281042544349513840700","44.9718957455650486159300"
"VT","Vermont","baseline","0.4788897529316446938317","Sustainable","16","0.7","Upper-Mid Quartile","0.66363636363636363674","112.70267182525836700000","169.82594384627973100000","60.6176653515747937669750","114.741716101621559750","54.1240507500467659830250","0.4717033402403667800167","4.25","Typical OP PT clinic throughput baseline","47.1703340240366780016700","52.8296659759633219983300"
"VT","Vermont","conservative","0.3634388301306605586651","Sustainable","16","0.7","Upper-Mid Quartile","0.66363636363636363674","112.70267182525836700000","169.82594384627973100000","47.1186399278546102669750","101.242690677901376250","54.1240507500467659830250","0.5345971189390823506856","3.75","Lower throughput: higher complexity/documentation, longer transitions","53.4597118939082350685600","46.5402881060917649314400"
"VT","Vermont","high","0.5877202779748692952436","Sustainable","16","0.7","Upper-Mid Quartile","0.66363636363636363674","112.70267182525836700000","169.82594384627973100000","74.1166907752949772669750","128.240741525341743250","54.1240507500467659830250","0.4220503570571702768571","4.75","High throughput: efficient ops, shorter transitions","42.2050357057170276857100","57.7949642942829723142900"
"WA","Washington","conservative","0.4185690003001145699768","Sustainable","6","0.9","Top Quartile","1.09358288770053476367","104.35463737082445900000","95.42453392833336800000","52.810674143298412250","104.612776017378165375","51.802101874079753125","0.49517949763109662557","3.75","Lower throughput: higher complexity/documentation, longer transitions","49.51794976310966255700","50.48205023689033744300"
"WA","Washington","high","0.6442937423864892004927","Sustainable","6","0.9","Top Quartile","1.09358288770053476367","104.35463737082445900000","95.42453392833336800000","80.707414414599256350","132.509516288679009475","51.802101874079753125","0.39093118234033944124","4.75","High throughput: efficient ops, shorter transitions","39.09311823403394412400","60.90688176596605587600"
"WA","Washington","baseline","0.5344974982636182730122","Sustainable","6","0.9","Top Quartile","1.09358288770053476367","104.35463737082445900000","95.42453392833336800000","66.759044278948834300","118.561146153028587425","51.802101874079753125","0.43692308614508525785","4.25","Typical OP PT clinic throughput baseline","43.69230861450852578500","56.30769138549147421500"
"WI","Wisconsin","high","0.5441492450727649037631","Sustainable","22","0.58","Upper-Mid Quartile","0.93732193732193732374","110.95466540760663400000","118.37412631632197100000","69.3355104889489742712125","125.992665691421829300","56.6571552024728550287875","0.4496861376140431917115","4.75","High throughput: efficient ops, shorter transitions","44.9686137614043191711500","55.0313862385956808288500"
"WI","Wisconsin","conservative","0.3191282283838263032963","Sustainable","22","0.58","Upper-Mid Quartile","0.93732193732193732374","110.95466540760663400000","118.37412631632197100000","42.8107387644391154712125","99.467893966911970500","56.6571552024728550287875","0.5696024409777880428345","3.75","Lower throughput: higher complexity/documentation, longer transitions","56.9602440977788042834500","43.0397559022211957165500"
"WI","Wisconsin","baseline","0.4351656868272292756215","Sustainable","22","0.58","Upper-Mid Quartile","0.93732193732193732374","110.95466540760663400000","118.37412631632197100000","56.0731246266940448712125","112.730279829166899900","56.6571552024728550287875","0.5025903890980482730893","4.25","Typical OP PT clinic throughput baseline","50.2590389098048273089300","49.7409610901951726910700"
"WV","West Virginia","baseline","0.3229093414093302448613","Sustainable","46","0.1","Bottom Quartile","1.52597402597402597082","132.76566126338673300000","87.00388014707045500000","43.5698997448253735624250","101.677361725432655600","58.1074619806072820375750","0.5714886873001230427695","4.25","Typical OP PT clinic throughput baseline","57.1488687300123042769500","42.8511312699876957230500"
"WV","West Virginia","high","0.4274271281818163273046","Sustainable","46","0.1","Bottom Quartile","1.52597402597402597082","132.76566126338673300000","87.00388014707045500000","55.5319423007586271624250","113.639404281365909200","58.1074619806072820375750","0.5113319833737943014253","4.75","High throughput: efficient ops, shorter transitions","51.1331983373794301425300","48.8668016626205698574700"
"WV","West Virginia","conservative","0.2103706607800003302388","At Risk","46","0.1","Bottom Quartile","1.52597402597402597082","132.76566126338673300000","87.00388014707045500000","31.6078571888921199624250","89.715319169499402000","58.1074619806072820375750","0.6476871789401394484721","3.75","Lower throughput: higher complexity/documentation, longer transitions","64.7687178940139448472100","35.2312821059860551527900"
"WY","Wyoming","conservative","0.3041881578056215972086","Sustainable","25","0.52","Upper-Mid Quartile","0.93442622950819671236","97.49155928341993500000","104.33307221558975600000","41.2192274412568841832000","98.065070275526128500","56.8458428342692443168000","0.5796747269395077270007","3.75","Lower throughput: higher complexity/documentation, longer transitions","57.9674726939507727000700","42.0325273060492272999300"
"WY","Wyoming","baseline","0.4196541396478137803703","Sustainable","25","0.52","Upper-Mid Quartile","0.93442622950819671236","97.49155928341993500000","104.33307221558975600000","54.2945701446603679832000","111.140412978929612300","56.8458428342692443168000","0.5114777002407421120594","4.25","Typical OP PT clinic throughput baseline","51.1477700240742112059400","48.8522299759257887940600"
"WY","Wyoming","high","0.5279414871006622145909","Sustainable","25","0.52","Upper-Mid Quartile","0.93442622950819671236","97.49155928341993500000","104.33307221558975600000","67.3699128480638517832000","124.215755682333096100","56.8458428342692443168000","0.4576379423206639950005","4.75","High throughput: efficient ops, shorter transitions","45.7637942320663995000500","54.2362057679336004999500"
